order_id,product_id,customer_id,date,size,channel,price,month,day,year
1120163,5034,1402759,11/27/2021,7,affiliate_text,$225.00,11,27,2021
1120164,5012,1402556,11/25/2021,9,Bing,$70.00,11,25,2021
1120165,5026,1402819,11/24/2021,9,email_new_user,$95.00,11,24,2021
1120166,5018,1402830,11/12/2021,13,Bing,$75.00,11,12,2021
1120167,5125,1402980,11/18/2021,13,email_new_user,$45.00,11,18,2021
1120168,5050,1402864,11/11/2021,6,email_existing,$95.00,11,11,2021
1120169,5094,1402944,11/12/2021,7,search_bing,$250.00,11,12,2021
1120170,5073,1402580,11/30/2021,8,email_existing,$50.00,11,30,2021
1120171,5124,1402542,11/19/2021,12,search_google,$60.00,11,19,2021
1120172,5121,1402899,11/26/2021,11,search_google,$40.00,11,26,2021
1120173,5045,1402547,11/23/2021,10,social_tiktok,$130.00,11,23,2021
1120174,5018,1402785,11/26/2021,6,email_existing,$90.00,11,26,2021
1120175,5121,1402704,11/19/2021,8,email_existing,$40.00,11,19,2021
1120176,5118,1402835,11/16/2021,10,search_google,$60.00,11,16,2021
1120177,5083,1402876,11/7/2021,7,Yahoo,$115.00,11,7,2021
1120178,5087,1402654,11/16/2021,8,affiliate_text,$205.00,11,16,2021
1120179,5052,1403065,11/30/2021,9,email_existing,$65.00,11,30,2021
1120180,5025,1402753,11/30/2021,12,search_google,$100.00,11,30,2021
1120181,5062,1402620,11/18/2021,6,email_existing,$110.00,11,18,2021
1120182,5128,1402806,11/7/2021,7,email_existing,$55.00,11,7,2021
1120183,5058,1403030,11/16/2021,8,email_existing,$95.00,11,16,2021
1120184,5011,1403088,11/11/2021,7,email_existing,$110.00,11,11,2021
1120185,5139,1402722,11/21/2021,11,search_bing,$65.00,11,21,2021
1120186,5086,1402869,11/8/2021,11,affiliate_display,$115.00,11,8,2021
1120187,5016,1402998,11/30/2021,9,social_tiktok,$55.00,11,30,2021
1120188,5043,1403036,11/27/2021,10,email_existing,$210.00,11,27,2021
1120189,5068,1402938,11/25/2021,4,social_fb,$85.00,11,25,2021
1120190,5016,1403066,11/16/2021,9,search_yahoo,$60.00,11,16,2021
1120191,5100,1402584,11/12/2021,8,search_google,$170.00,11,12,2021
1120192,5028,1403025,11/22/2021,8,Bing,$65.00,11,22,2021
1120193,5033,1402671,11/19/2021,9,affiliate_display,$90.00,11,19,2021
1120194,5095,1402653,11/25/2021,9,social_fb,$180.00,11,25,2021
1120195,5122,1402842,11/19/2021,7,email_existing,$35.00,11,19,2021
1120196,5014,1403016,11/20/2021,9,search_google,$65.00,11,20,2021
1120197,5015,1402622,11/21/2021,10,email_new_user,$70.00,11,21,2021
1120198,5008,1402816,11/7/2021,7,social_tiktok,$105.00,11,7,2021
1120199,5011,1402590,11/2/2021,10,search_yahoo,$95.00,11,2,2021
1120200,5045,1402711,11/5/2021,7,email_new_user,$130.00,11,5,2021
1120201,5121,1402757,11/19/2021,11,affiliate_display,$40.00,11,19,2021
1120202,5087,1402959,11/16/2021,7,social_fb,$190.00,11,16,2021
1120203,5111,1403097,11/16/2021,6,search_bing,$155.00,11,16,2021
1120204,5136,1402567,11/19/2021,7,email_new_user,$35.00,11,19,2021
1120205,5076,1402601,11/29/2021,7,social_fb,$120.00,11,29,2021
1120206,5026,1402933,11/9/2021,10,email_new_user,$110.00,11,9,2021
1120207,5087,1402650,11/27/2021,5,search_google,$220.00,11,27,2021
1120208,5129,1402835,11/3/2021,11,email_newuser,$70.00,11,3,2021
1120209,5051,1402941,11/9/2021,8,FB,$75.00,11,9,2021
1120210,5007,1402920,11/24/2021,10,Google Analytics,$50.00,11,24,2021
1120211,5024,1402524,11/18/2021,11,search_google,$125.00,11,18,2021
1120212,5124,1402591,11/22/2021,9,social_tiktok,$65.00,11,22,2021
1120213,5066,1402755,11/15/2021,6,email_existing,$75.00,11,15,2021
1120214,5097,1403076,11/27/2021,5,social_twitter,$185.00,11,27,2021
1120215,5048,1402830,11/15/2021,12,email_existing,$220.00,11,15,2021
1120216,5011,1403086,11/27/2021,9,email_new_user,$95.00,11,27,2021
1120217,5043,1402627,11/2/2021,8,email_existing,$225.00,11,2,2021
1120218,5025,1402616,11/15/2021,11,search_google,$100.00,11,15,2021
1120219,5123,1402538,11/8/2021,9,email_new_user,$60.00,11,8,2021
1120220,5047,1402624,11/25/2021,11,Google Analytics,$80.00,11,25,2021
1120221,5090,1402798,11/18/2021,8,google_search,$70.00,11,18,2021
1120222,5096,1402694,11/26/2021,6,email_existing,$220.00,11,26,2021
1120223,5042,1403027,11/19/2021,8,search_yahoo,$80.00,11,19,2021
1120224,5100,1402939,11/20/2021,7,email_existing,$200.00,11,20,2021
1120225,5080,1403016,12/6/2021,7,search_google,$110.00,12,6,2021
1120226,5106,1402772,12/25/2021,9,email_existing,$185.00,12,25,2021
1120227,5054,1402801,12/24/2021,9,search_google,$75.00,12,24,2021
1120228,5032,1403096,12/18/2021,11,Google,$105.00,12,18,2021
1120229,5112,1402600,12/14/2021,6,email_new_user,$145.00,12,14,2021
1120230,5091,1402639,12/2/2021,7,email_new_user,$245.00,12,2,2021
1120231,5047,1402579,12/4/2021,11,search_google,$80.00,12,4,2021
1120232,5030,1402844,12/16/2021,13,email_existing,$95.00,12,16,2021
1120233,5054,1402962,12/21/2021,9,social_fb,$80.00,12,21,2021
1120234,5070,1402906,12/24/2021,11,email_newuser,$120.00,12,24,2021
1120235,5068,1402852,12/19/2021,7,email_new_user,$100.00,12,19,2021
1120236,5021,1402908,12/8/2021,10,search_google,$60.00,12,8,2021
1120237,5021,1402635,12/14/2021,10,social_fb,$65.00,12,14,2021
1120238,5082,1402630,12/5/2021,10,search_google,$65.00,12,5,2021
1120239,5036,1402710,12/3/2021,11,email_existing,$200.00,12,3,2021
1120240,5029,1402827,12/6/2021,8,email_new_user,$110.00,12,6,2021
1120241,5042,1402684,12/22/2021,12,email_existing,$85.00,12,22,2021
1120242,5056,1402883,12/29/2021,7,email_newuser,$65.00,12,29,2021
1120243,5091,1402642,12/13/2021,8,search_google,$225.00,12,13,2021
1120244,5061,1402689,12/15/2021,7,email_existing,$80.00,12,15,2021
1120245,5115,1403094,12/24/2021,9,email_existing,$180.00,12,24,2021
1120246,5097,1402794,12/22/2021,7,search_google,$185.00,12,22,2021
1120247,5087,1402535,12/7/2021,7,email_new_user,$205.00,12,7,2021
1120248,5012,1402737,12/3/2021,10,affiliate_text,$70.00,12,3,2021
1120249,5125,1402796,12/2/2021,8,social_fb,$45.00,12,2,2021
1120250,5038,1402870,12/20/2021,10,social_fb,$180.00,12,20,2021
1120251,5129,1402879,12/31/2021,10,Google,$75.00,12,31,2021
1120252,5127,1402918,12/15/2021,11,email_existing,$40.00,12,15,2021
1120253,5011,1402545,12/8/2021,9,search_google,$95.00,12,8,2021
1120254,5052,1402844,12/31/2021,8,Google Analytics,$75.00,12,31,2021
1120255,5038,1403066,12/12/2021,7,email_existing,$195.00,12,12,2021
1120256,5030,1402527,12/20/2021,11,social_twitter,$90.00,12,20,2021
1120257,5118,1402792,12/2/2021,10,search_google,$50.00,12,2,2021
1120258,5043,1402760,12/6/2021,7,email_new_user,$245.00,12,6,2021
1120259,5115,1402688,12/17/2021,4,affiliate_text,$180.00,12,17,2021
1120260,5082,1402600,12/9/2021,6,email_new_user,$65.00,12,9,2021
1120261,5100,1402938,12/5/2021,9,social_fb,$185.00,12,5,2021
1120262,5039,1402812,12/20/2021,8,social_fb,$180.00,12,20,2021
1120263,5085,1402707,12/23/2021,8,search_yahoo,$75.00,12,23,2021
1120264,5051,1402920,12/9/2021,9,search_google,$70.00,12,9,2021
1120265,5032,1402703,12/11/2021,8,Bing,$105.00,12,11,2021
1120266,5122,1403052,12/15/2021,10,search_yahoo,$35.00,12,15,2021
1120267,5104,1402826,12/27/2021,9,social_fb,$205.00,12,27,2021
1120268,5104,1403027,12/9/2021,8,affiliate_display,$190.00,12,9,2021
1120269,5081,1402851,12/1/2021,4,search_bing,$85.00,12,1,2021
1120270,5054,1403086,12/20/2021,8,Google,$70.00,12,20,2021
1120271,5134,1403104,12/20/2021,8,search_google,$35.00,12,20,2021
1120272,5084,1402612,12/3/2021,7,email_existing,$95.00,12,3,2021
1120273,5015,1403065,12/23/2021,10,search_google,$65.00,12,23,2021
1120274,5008,1402810,12/11/2021,7,search_google,$115.00,12,11,2021
1120275,5071,1402860,12/14/2021,7,Facebook Ads,$60.00,12,14,2021
1120276,5124,1402897,12/3/2021,7,affiliate_display,$70.00,12,3,2021
1120277,5011,1402689,12/5/2021,10,search_google,$95.00,12,5,2021
1120278,5113,1402931,12/14/2021,10,email_existing,$160.00,12,14,2021
1120279,5092,1402550,12/3/2021,8,search_google,$210.00,12,3,2021
1120280,5069,1402967,12/28/2021,9,email_existing,$95.00,12,28,2021
1120281,5128,1402537,12/9/2021,10,social_fb,$60.00,12,9,2021
1120282,5105,1402872,12/4/2021,10,search_google,$225.00,12,4,2021
1120283,5131,1402853,12/5/2021,10,Google,$60.00,12,5,2021
1120284,5074,1403041,12/17/2021,7,search_google,$115.00,12,17,2021
1120285,5085,1402547,12/19/2021,7,affiliate_display,$80.00,12,19,2021
1120286,5030,1402528,12/18/2021,9,search_google,$95.00,12,18,2021
1120287,5023,1402528,12/6/2021,11,email_new_user,$55.00,12,6,2021
1120934,5048,1402846,1/6/2022,10,search_google,$190.00,1,6,2022
1120935,5023,1402552,1/28/2022,9,social_fb,$50.00,1,28,2022
1120936,5043,1402700,1/17/2022,11,email_existing,$245.00,1,17,2022
1120937,5027,1402969,1/2/2022,9,Yahoo,$130.00,1,2,2022
1120938,5041,1402942,1/16/2022,7,email_existing,$230.00,1,16,2022
1120939,5045,1402622,1/28/2022,9,social_fb,$120.00,1,28,2022
1120940,5021,1403055,1/3/2022,8,Bing,$65.00,1,3,2022
1120941,5022,1402642,1/20/2022,12,search_google,$105.00,1,20,2022
1120942,5023,1402782,1/4/2022,7,affiliate_text,$55.00,1,4,2022
1120943,5021,1403052,1/14/2022,6,search_google,$60.00,1,14,2022
1120944,5039,1402713,1/8/2022,12,Bing,$165.00,1,8,2022
1120945,5034,1402737,1/29/2022,6,search_google,$210.00,1,29,2022
1120946,5034,1402540,1/21/2022,8,email_existing,$210.00,1,21,2022
1120947,5024,1402648,1/28/2022,7,GA,$115.00,1,28,2022
1120948,5044,1402600,1/24/2022,8,search_google,$80.00,1,24,2022
1120949,5044,1402687,1/10/2022,10,Facebook Ads,$80.00,1,10,2022
1120950,5022,1402935,1/9/2022,9,email_existing,$105.00,1,9,2022
1120951,5021,1402962,1/30/2022,9,affiliate_text,$60.00,1,30,2022
1120952,5037,1402580,1/20/2022,11,search_google,$80.00,1,20,2022
1120953,5040,1403041,1/8/2022,6,affiliate_display,$90.00,1,8,2022
1120954,5034,1402720,1/25/2022,9,email_new_user,$245.00,1,25,2022
1120955,5037,1402881,1/17/2022,34,Google,$80.00,1,17,2022
1120956,5035,1402710,1/7/2022,8,search_yahoo,$80.00,1,7,2022
1120957,5023,1402812,1/3/2022,8,social_fb,$55.00,1,3,2022
1120958,5044,1402669,1/2/2022,11,email_new_user,$80.00,1,2,2022
1120959,5041,1402916,1/21/2022,12,search_google,$195.00,1,21,2022
1120960,5042,1402607,1/22/2022,10,google_search,$80.00,1,22,2022
1120961,5021,1402596,1/23/2022,9,search_bing,$70.00,1,23,2022
1120962,5028,1403078,1/17/2022,7,email_new_user,$75.00,1,17,2022
1120963,5032,1402525,1/13/2022,100,search_bing,$90.00,1,13,2022
1120964,5040,1402778,1/31/2022,12,search_bing,$95.00,1,31,2022
1120965,5039,1402588,1/21/2022,9,search_yahoo,$165.00,1,21,2022
1120966,5027,1402947,1/23/2022,10,social_twitter,$110.00,1,23,2022
1120967,5041,1403062,1/24/2022,9,email_new_user,$195.00,1,24,2022
1120968,5041,1402852,1/6/2022,11,search_google,$230.00,1,6,2022
1120969,5047,1402603,1/31/2022,15,affiliate_display,$70.00,1,31,2022
1120970,5025,1402813,1/30/2022,11,search_bing,$100.00,1,30,2022
1120971,5032,1402713,1/13/2022,8,Google,$105.00,1,13,2022
1120972,5039,1402876,1/16/2022,8,affiliate_text,$180.00,1,16,2022
1120973,5032,1403072,1/9/2022,12,email_existing,$90.00,1,9,2022
1120974,5021,1402906,1/9/2022,9,affiliate_display,$60.00,1,9,2022
1120975,5030,1402933,1/22/2022,9,social_fb,$90.00,1,22,2022
1120976,5046,1402553,1/15/2022,6,email_newuser,$45.00,1,15,2022
1120977,5043,1403038,1/12/2022,8,Yahoo,$225.00,1,12,2022
1120978,5040,1402713,1/21/2022,8,social_tiktok,$90.00,1,21,2022
1120979,5030,1402871,1/2/2022,9,social_fb,$105.00,1,2,2022
1120980,5049,1402846,1/2/2022,10,GA,$60.00,1,2,2022
1120981,5037,1402861,1/10/2022,11,search_google,$70.00,1,10,2022
1120982,5022,1402616,1/29/2022,9,email_new_user,$100.00,1,29,2022
1120983,5042,1402574,1/17/2022,10,social_fb,$85.00,1,17,2022
1120984,5029,1402813,1/25/2022,13,social_twitter,$120.00,1,25,2022
1120985,5044,1402779,1/5/2022,8,affiliate_text,$80.00,1,5,2022
1120986,5035,1402718,1/22/2022,10,affiliate_text,$80.00,1,22,2022
1120987,5029,1402632,1/1/2022,11,email_existing,$120.00,1,1,2022
1120988,5031,1402912,1/13/2022,9,Facebook Ads,$90.00,1,13,2022
1120989,5023,1402770,1/26/2022,10,affiliate_text,$55.00,1,26,2022
1120990,5029,1402637,1/13/2022,9,email_existing,$100.00,1,13,2022
1120991,5023,1402634,1/16/2022,7,social_twitter,$55.00,1,16,2022
1120992,5036,1402635,1/14/2022,6,email_existing,$230.00,1,14,2022
1120993,5043,1402661,1/27/2022,8,email_new_user,$225.00,1,27,2022
1120994,5025,1402965,1/26/2022,10,search_google,$85.00,1,26,2022
1120995,5026,1402695,1/21/2022,8,google_search,$100.00,1,21,2022
1120996,5031,1403041,1/20/2022,10,email_existing,$90.00,1,20,2022
1120997,5050,1402993,1/1/2022,8,social_twitter,$80.00,1,1,2022
1120998,5045,1402554,1/23/2022,8,Bing,$110.00,1,23,2022
1120999,5020,1402995,1/27/2022,7,email_existing,$95.00,1,27,2022
1121000,5027,1402861,1/27/2022,8,google_search,$120.00,1,27,2022
1121001,5036,1402574,1/1/2022,6,email_new_user,$230.00,1,1,2022
1121002,5025,1402890,1/14/2022,9,email_existing,$95.00,1,14,2022
1121003,5045,1402585,1/31/2022,9,search_google,$120.00,1,31,2022
1121004,5050,1402798,1/14/2022,7,search_google,$80.00,1,14,2022
1121005,5020,1402871,1/31/2022,9,affiliate_text,$80.00,1,31,2022
1121006,5050,1403093,1/16/2022,4,Google,$80.00,1,16,2022
1121007,5027,1403063,1/16/2022,11,email_existing,$110.00,1,16,2022
1121008,5032,1402720,1/5/2022,8,search_google,$90.00,1,5,2022
1121009,5047,1402636,1/13/2022,5,affiliate_text,$75.00,1,13,2022
1121010,5044,1402907,1/10/2022,7,search_bing,$90.00,1,10,2022
1121011,5021,1402954,1/18/2022,8,email_new_user,$65.00,1,18,2022
1121012,5029,1402631,1/24/2022,7,GA,$100.00,1,24,2022
1121013,5021,1402591,1/12/2022,12,social_twitter,$65.00,1,12,2022
1121014,5042,1402978,1/3/2022,8,search_google,$70.00,1,3,2022
1121015,5036,1403013,2/18/2022,10,email_existing,$200.00,2,18,2022
1121016,5023,1402613,2/24/2022,8,email_new_user,$55.00,2,24,2022
1121017,5026,1402789,2/20/2022,9,social_fb,$95.00,2,20,2022
1121018,5050,1402707,2/2/2022,8,search_google,$95.00,2,2,2022
1121019,5040,1403031,2/6/2022,10,search_google,$85.00,2,6,2022
1121020,5036,1402759,2/15/2022,12,search_google,$215.00,2,15,2022
1121021,5040,1402539,2/17/2022,9,email_existing,$95.00,2,17,2022
1121022,5047,1402667,2/17/2022,8,email_new_user,$80.00,2,17,2022
1121023,5043,1402553,2/19/2022,10,search_google,$225.00,2,19,2022
1121024,5048,1402600,2/13/2022,12,email_new_user,$205.00,2,13,2022
1121025,5030,1402582,2/20/2022,8,search_google,$95.00,2,20,2022
1121026,5042,1402701,2/20/2022,10,search_google,$80.00,2,20,2022
1121027,5029,1402620,2/22/2022,8,affiliate_text,$120.00,2,22,2022
1121028,5032,1403063,2/2/2022,7,search_google,$100.00,2,2,2022
1121029,5028,1403001,2/17/2022,8,Bing,$70.00,2,17,2022
1121030,5040,1402758,2/9/2022,9,TikTok,$95.00,2,9,2022
1121031,5022,1402619,2/16/2022,7,search_google,$90.00,2,16,2022
1121032,5048,1402956,2/3/2022,7,email_existing,$190.00,2,3,2022
1121033,5040,1402859,2/13/2022,10,email_new_user,$85.00,2,13,2022
1121034,5023,1402833,2/23/2022,8,social_tiktok,$55.00,2,23,2022
1121035,5023,1403058,2/7/2022,8,search_google,$55.00,2,7,2022
1121036,5024,1402745,2/18/2022,9,email_new_user,$125.00,2,18,2022
1121037,5047,1402960,2/4/2022,11,email_existing,$70.00,2,4,2022
1121038,5026,1402768,2/15/2022,9,search_google,$110.00,2,15,2022
1121039,5050,1402525,2/15/2022,6,email_existing,$95.00,2,15,2022
1121040,5024,1402926,2/23/2022,10,search_google,$115.00,2,23,2022
1121041,5021,1402848,2/18/2022,9,email_existing,$60.00,2,18,2022
1121042,5029,1402820,2/28/2022,10,social_twitter,$120.00,2,28,2022
1121043,5039,1402543,2/2/2022,8,social_tiktok,$165.00,2,2,2022
1121044,5048,1402753,2/6/2022,9,email_new_user,$190.00,2,6,2022
1121045,5027,1403086,2/13/2022,10,social_twitter,$110.00,2,13,2022
1121046,5032,1402655,2/24/2022,8,email_existing,$100.00,2,24,2022
1121047,5045,1403091,2/12/2022,11,email_new_user,$110.00,2,12,2022
1121048,5036,1402739,2/12/2022,8,search_google,$230.00,2,12,2022
1121049,5022,1402656,2/13/2022,9,search_google,$100.00,2,13,2022
1121050,5029,1402816,2/4/2022,9,FB,$100.00,2,4,2022
1121051,5034,1402550,2/17/2022,9,Facebook,$210.00,2,17,2022
1121052,5041,1402954,2/26/2022,13,affiliate_display,$195.00,2,26,2022
1121053,5047,1402963,2/2/2022,11,search_google,$70.00,2,2,2022
1121054,5036,1402985,2/22/2022,7,search_bing,$215.00,2,22,2022
1121055,5050,1403036,2/22/2022,7,email_existing,$95.00,2,22,2022
1121056,5047,1402734,2/22/2022,10,social_twitter,$80.00,2,22,2022
1121057,5047,1402889,2/11/2022,9,search_google,$80.00,2,11,2022
1121058,5043,1402572,2/7/2022,9,email_existing,$245.00,2,7,2022
1121059,5033,1402542,2/26/2022,12,email_existing,$90.00,2,26,2022
1121060,5041,1402796,2/19/2022,7,email_existing,$230.00,2,19,2022
1121061,5036,1402538,2/13/2022,12,search_google,$230.00,2,13,2022
1121062,5045,1403086,2/23/2022,12,email_new_user,$130.00,2,23,2022
1121063,5045,1402721,2/26/2022,11,social_fb,$110.00,2,26,2022
1121064,5037,1403021,2/10/2022,8,affiliate_text,$80.00,2,10,2022
1121065,5045,1402531,2/9/2022,7,affiliate_text,$120.00,2,9,2022
1121066,5050,1402690,2/24/2022,4,social_fb,$90.00,2,24,2022
1121067,5043,1402761,2/10/2022,10,affiliate_display,$225.00,2,10,2022
1121068,5026,1402531,2/15/2022,10,social_fb,$100.00,2,15,2022
1121069,5031,1402784,2/20/2022,9,affiliate_display,$75.00,2,20,2022
1121070,5033,1402862,2/3/2022,9,email_existing,$95.00,2,3,2022
1121071,5045,1402681,2/19/2022,7,email_existing,$110.00,2,19,2022
1121072,5034,1403025,2/25/2022,7,social_twitter,$225.00,2,25,2022
1121073,5036,1403062,2/22/2022,9,email_new_user,$200.00,2,22,2022
1121074,5020,1402801,2/9/2022,10,GA,$80.00,2,9,2022
1121075,5036,1402820,2/3/2022,9,email_new_user,$200.00,2,3,2022
1121076,5042,1402923,2/21/2022,8,email_existing,$70.00,2,21,2022
1121077,5041,1403092,2/3/2022,11,search_yahoo,$230.00,2,3,2022
1121078,5025,1402894,2/17/2022,9,affiliate_text,$95.00,2,17,2022
1121079,5023,1402725,2/7/2022,3,email_new_user,$55.00,2,7,2022
1121080,5025,1403079,2/21/2022,13,search_bing,$85.00,2,21,2022
1121081,5031,1402884,2/20/2022,8,social_fb,$85.00,2,20,2022
1121082,5026,1402954,2/18/2022,13,Google,$95.00,2,18,2022
1121083,5030,1402578,2/19/2022,7,email_existing,$95.00,2,19,2022
1121084,5041,1402583,2/26/2022,10,Google Analytics,$215.00,2,26,2022
1121085,5036,1403035,2/24/2022,7,email_existing,$230.00,2,24,2022
1121086,5034,1402557,2/6/2022,10,email_existing,$225.00,2,6,2022
1121087,5042,1403057,2/6/2022,6,affiliate_display,$80.00,2,6,2022
1121088,5034,1402556,2/21/2022,8,social_fb,$245.00,2,21,2022
1121089,5045,1402948,2/17/2022,10,search_bing,$130.00,2,17,2022
1121090,5043,1402814,2/9/2022,7,email_existing,$225.00,2,9,2022
1121091,5021,1402566,2/3/2022,11,Google,$65.00,2,3,2022
1121092,5020,1402835,2/10/2022,10,Bing,$80.00,2,10,2022
1121093,5037,1402581,2/17/2022,10,affiliate_display,$70.00,2,17,2022
1121094,5026,1402528,2/12/2022,8,social_tiktok,$110.00,2,12,2022
1121095,5039,1402812,3/20/2022,9,affiliate_text,$165.00,3,20,2022
1121096,5045,1402810,3/4/2022,7,affiliate_text,$110.00,3,4,2022
1121097,5023,1402872,3/9/2022,10,Google,$50.00,3,9,2022
1121098,5032,1402667,3/2/2022,9,email_new_user,$90.00,3,2,2022
1121099,5043,1402760,3/15/2022,7,email_new_user,$225.00,3,15,2022
1121100,5041,1402574,3/11/2022,9,email_new_user,$230.00,3,11,2022
1121101,5036,1402903,3/6/2022,7,Bing,$200.00,3,6,2022
1121102,5026,1402849,3/23/2022,10,search_google,$100.00,3,23,2022
1121103,5049,1403003,3/27/2022,6,search_google,$60.00,3,27,2022
1121104,5034,1402663,3/31/2022,7,Yahoo,$245.00,3,31,2022
1121105,5047,1402737,3/23/2022,11,Yahoo,$70.00,3,23,2022
1121106,5041,1402784,3/30/2022,9,search_google,$215.00,3,30,2022
1121107,5024,1402807,3/4/2022,9,email_existing,$105.00,3,4,2022
1121108,5029,1402852,3/31/2022,6,search_bing,$110.00,3,31,2022
1121109,5046,1402823,3/4/2022,9,email_existing,$55.00,3,4,2022
1121110,5026,1402625,3/11/2022,11,social_fb,$95.00,3,11,2022
1121111,5042,1402848,3/12/2022,9,Bing,$80.00,3,12,2022
1121112,5026,1403049,3/31/2022,10,social_tiktok,$95.00,3,31,2022
1121113,5025,1402697,3/28/2022,8,search_google,$95.00,3,28,2022
1121114,5050,1402643,3/30/2022,11,email_existing,$95.00,3,30,2022
1121115,5028,1403021,3/12/2022,11,Google Analytics,$70.00,3,12,2022
1121116,5022,1402832,3/12/2022,6,search_google,$100.00,3,12,2022
1121117,5048,1402822,3/31/2022,6,affiliate_text,$205.00,3,31,2022
1121118,5048,1402990,3/11/2022,12,search_bing,$190.00,3,11,2022
1121119,5024,1402933,3/3/2022,8,email_existing,$125.00,3,3,2022
