ActivityID,ActivityType,ActivityTime,PageURL,UserAgent,ReferrerURL,DeviceID
57025,visit_site,2023-01-10 7:37:02,www.beautyshop.com,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,Mail Client,NULL
57026,search,2023-01-10 7:41:20,www.beautyshop.com/search/?query=skin+care,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,NULL,NULL
57027,view_product,2023-01-10 7:47:56,www.beautyshop.com/product/9019,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,Mail Client,NULL
57028,add_to_cart,2023-01-10 7:49:13,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,NULL,NULL
57029,checkout,2023-01-10 7:50:33,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,www.beautyshop.com/product/9019,NULL
57030,purchase,2023-01-10 7:53:18,www.beautyshop.com/complete,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/8745-07-09 03:48:35 Firefox/13.0,www.beautyshop.com/checkout,NULL
57031,email_open,2023-01-10 10:18:17,www.beautyshop.com/email/?campaign=summer_sizzle,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,Mail Client,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57032,visit_site,2023-01-10 10:26:07,www.beautyshop.com,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,Mail Client,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57033,search,2023-01-10 10:34:54,www.beautyshop.com/search/?query=sun+spf+50\++cream,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,NULL,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57034,view_product,2023-01-10 10:37:17,www.beautyshop.com/product/9049,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,Mail Client,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57035,add_to_cart,2023-01-10 10:45:01,www.beautyshop.com/cart,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,NULL,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57036,checkout,2023-01-10 10:48:24,www.beautyshop.com/checkout,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,www.beautyshop.com/product/9049,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57037,purchase,2023-01-10 10:51:10,www.beautyshop.com/complete,Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_3 like Mac OS X; ks-IN) AppleWebKit/533.17.6 Version/4.0.5 Mobile/8B116 Safari/6533.17.6,www.beautyshop.com/checkout,46B3BE32-4D22-49D2-81AA-2276DDB290A2
57038,visit_site,2023-01-10 11:18:44,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),NULL,CED71522-A8F8-4710-A7AC-4FD3A0579648
57039,search,2023-01-10 11:23:00,www.beautyshop.com/search/?query=collagen+boosting+eye+gel,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),NULL,CED71522-A8F8-4710-A7AC-4FD3A0579648
57040,view_product,2023-01-10 11:28:40,www.beautyshop.com/product/9101,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),NULL,CED71522-A8F8-4710-A7AC-4FD3A0579648
57041,add_to_cart,2023-01-10 11:33:55,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),NULL,CED71522-A8F8-4710-A7AC-4FD3A0579648
57042,checkout,2023-01-10 11:37:20,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),www.beautyshop.com/product/9101,CED71522-A8F8-4710-A7AC-4FD3A0579648
57043,purchase,2023-01-10 11:39:35,www.beautyshop.com/complete,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),www.beautyshop.com/checkout,CED71522-A8F8-4710-A7AC-4FD3A0579648
57044,email_open,2023-01-10 13:11:39,www.beautyshop.com/email/?campaign=love_yourself_valentine,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:3.0; pap-AN) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.3.1",Mail Client,NULL
57045,visit_site,2023-01-10 13:14:06,www.beautyshop.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:3.0; pap-AN) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.3.1",Mail Client,NULL
57046,search,2023-01-10 13:18:38,www.beautyshop.com/search/?query=radiant,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:3.0; pap-AN) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.3.1",NULL,NULL
57047,view_product,2023-01-10 13:23:15,www.beautyshop.com/product/9016,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:3.0; pap-AN) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.3.1",Mail Client,NULL
57048,search,2023-01-10 13:26:28,www.beautyshop.com/search/?query=blush,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),NULL,360F8B22-0789-480C-9528-A040759868C4
57049,view_product,2023-01-10 13:35:22,www.beautyshop.com/product/9052,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),NULL,360F8B22-0789-480C-9528-A040759868C4
57050,add_to_cart,2023-01-10 13:37:54,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),NULL,360F8B22-0789-480C-9528-A040759868C4
57051,checkout,2023-01-10 13:42:20,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),www.beautyshop.com/product/9052,360F8B22-0789-480C-9528-A040759868C4
57052,purchase,2023-01-10 13:43:51,www.beautyshop.com/complete,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),www.beautyshop.com/checkout,360F8B22-0789-480C-9528-A040759868C4
57053,email_open,2023-01-10 16:09:53,www.beautyshop.com/email/?campaign=love_yourself_valentine,Mozilla/5.0 (Windows NT 6.0; it-CH; rv:1.9.1.20) Gecko/2875-02-23 15:11:00 Firefox/3.8,Mail Client,A904DFBA-2C25-4167-B242-EE427818F4ED
57054,visit_site,2023-01-10 16:14:41,www.beautyshop.com,Mozilla/5.0 (Windows NT 6.0; it-CH; rv:1.9.1.20) Gecko/2875-02-23 15:11:00 Firefox/3.8,Mail Client,A904DFBA-2C25-4167-B242-EE427818F4ED
57055,search,2023-01-10 16:17:34,www.beautyshop.com/search/?query=mystic+musk+cologne,Mozilla/5.0 (Windows NT 6.0; it-CH; rv:1.9.1.20) Gecko/2875-02-23 15:11:00 Firefox/3.8,NULL,A904DFBA-2C25-4167-B242-EE427818F4ED
57056,view_product,2023-01-10 16:20:15,www.beautyshop.com/product/9100,Mozilla/5.0 (Windows NT 6.0; it-CH; rv:1.9.1.20) Gecko/2875-02-23 15:11:00 Firefox/3.8,Mail Client,A904DFBA-2C25-4167-B242-EE427818F4ED
57057,view_product,2023-01-10 17:16:38,www.beautyshop.com/product/9102,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1 rv:2.0; raj-IN) AppleWebKit/535.44.1 Version/4.1 Safari/535.44.1,NULL,c5ccd380-ffab-40e1-904e-c9962e37c0b5
57058,add_to_cart,2023-01-10 17:20:24,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1 rv:2.0; raj-IN) AppleWebKit/535.44.1 Version/4.1 Safari/535.44.1,NULL,c5ccd380-ffab-40e1-904e-c9962e37c0b5
57059,checkout,2023-01-10 17:22:44,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1 rv:2.0; raj-IN) AppleWebKit/535.44.1 Version/4.1 Safari/535.44.1,www.beautyshop.com/product/9102,c5ccd380-ffab-40e1-904e-c9962e37c0b5
57060,view_product,2023-01-10 17:34:47,www.beautyshop.com/product/9008,Chrome/10.99.(X11; Linux x86_64; shs-CA) Presto/2.9.180 Version/10.00,NULL,NULL
57061,visit_site,2023-01-10 18:25:00,www.beautyshop.com,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.24.1 Version/4.0 Safari/534.24.1,NULL,bc55cfbd-3192-45db-8a97-6aea025c462d
57062,search,2023-01-10 18:26:50,www.beautyshop.com/search/?query=clear+cleanser,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.24.1 Version/4.0 Safari/534.24.1,NULL,bc55cfbd-3192-45db-8a97-6aea025c462d
57063,view_product,2023-01-10 18:28:06,www.beautyshop.com/product/9085,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.24.1 Version/4.0 Safari/534.24.1,NULL,bc55cfbd-3192-45db-8a97-6aea025c462d
57064,view_product,2023-01-10 18:57:56,www.beautyshop.com/product/9057,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5 rv:3.0; am-ET) AppleWebKit/534.14.6 Version/4.0.4 Safari/534.14.6,NULL,0CF78C05-EA0C-4D6F-A436-D4E29C015FFC
57065,view_product,2023-01-10 19:01:15,www.beautyshop.com/product/9106,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4157-07-12 02:30:57 Firefox/3.6.15,NULL,NULL
57066,add_to_cart,2023-01-10 19:02:50,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5 rv:3.0; am-ET) AppleWebKit/534.14.6 Version/4.0.4 Safari/534.14.6,NULL,0CF78C05-EA0C-4D6F-A436-D4E29C015FFC
57067,checkout,2023-01-10 19:08:11,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5 rv:3.0; am-ET) AppleWebKit/534.14.6 Version/4.0.4 Safari/534.14.6,www.beautyshop.com/product/9057,0CF78C05-EA0C-4D6F-A436-D4E29C015FFC
57068,view_product,2023-01-10 19:22:28,www.beautyshop.com/product/9039,Chrome/14.22.(Windows NT 5.2; ms-MY) Presto/2.9.180 Version/11.00,NULL,8efab81a-6903-4719-bf17-a5f5046a0784
57069,email_open,2023-01-10 19:32:34,www.beautyshop.com/email/?campaign=holiday_glam,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,Mail Client,NULL
57070,visit_site,2023-01-10 19:36:14,www.beautyshop.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,Mail Client,NULL
57071,search,2023-01-10 19:40:35,www.beautyshop.com/search/?query=makeup,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,NULL,NULL
57072,view_product,2023-01-10 19:43:21,www.beautyshop.com/product/9116,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,Mail Client,NULL
57073,add_to_cart,2023-01-10 19:48:15,www.beautyshop.com/cart,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,NULL,NULL
57074,checkout,2023-01-10 19:53:58,www.beautyshop.com/checkout,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4759-10-17 02:12:36 Firefox/8.0,www.beautyshop.com/product/9116,NULL
57075,visit_site,2023-01-10 21:27:28,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),NULL,2997def1-f0e9-40af-8839-a9bb78338f68
57076,search,2023-01-10 21:32:54,www.beautyshop.com/search/?query=health,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),NULL,2997def1-f0e9-40af-8839-a9bb78338f68
57077,view_product,2023-01-10 21:39:08,www.beautyshop.com/product/9052,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),NULL,2997def1-f0e9-40af-8839-a9bb78338f68
57078,add_to_cart,2023-01-10 21:44:42,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),NULL,2997def1-f0e9-40af-8839-a9bb78338f68
57079,checkout,2023-01-10 21:50:18,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),www.beautyshop.com/product/9052,2997def1-f0e9-40af-8839-a9bb78338f68
57080,purchase,2023-01-10 21:57:14,www.beautyshop.com/complete,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),www.beautyshop.com/checkout,2997def1-f0e9-40af-8839-a9bb78338f68
57081,visit_site,2023-01-10 22:15:45,www.beautyshop.com,Mozilla/5.0 (Android 4.0.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,NULL,3B22F954-3947-4D88-82BE-DF53F0E99E47
57082,search,2023-01-10 22:20:38,www.beautyshop.com/search/?query=skin,Mozilla/5.0 (Android 4.0.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,NULL,3B22F954-3947-4D88-82BE-DF53F0E99E47
57083,view_product,2023-01-10 22:22:15,www.beautyshop.com/product/9042,Mozilla/5.0 (Android 4.0.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,NULL,3B22F954-3947-4D88-82BE-DF53F0E99E47
57084,visit_site,2023-01-11 0:32:19,www.beautyshop.com,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",NULL,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57085,search,2023-01-11 0:43:10,www.beautyshop.com/search/?query=silk+protein+spray,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",NULL,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57086,view_product,2023-01-11 0:45:46,www.beautyshop.com/product/9056,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",NULL,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57087,add_to_cart,2023-01-11 0:53:41,www.beautyshop.com/cart,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",NULL,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57088,checkout,2023-01-11 0:58:16,www.beautyshop.com/checkout,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",www.beautyshop.com/product/9056,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57089,purchase,2023-01-11 1:02:01,www.beautyshop.com/complete,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.35.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.35.4",www.beautyshop.com/checkout,a5fa6c5b-9ed5-41c5-8d46-cdf6dd7eace9
57090,view_product,2023-01-11 2:24:24,www.beautyshop.com/product/9057,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),NULL,B1259BD4-2AAC-46FD-BD1F-A7B592149FB8
57091,add_to_cart,2023-01-11 2:26:39,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),NULL,B1259BD4-2AAC-46FD-BD1F-A7B592149FB8
57092,checkout,2023-01-11 2:32:56,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),www.beautyshop.com/product/9057,B1259BD4-2AAC-46FD-BD1F-A7B592149FB8
57093,email_open,2023-01-11 2:39:10,www.beautyshop.com/email/?campaign=fall_fashion,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.802.0 Safari/536.2",Mail Client,01811b24-5401-4269-800f-04b4c7f477f7
57094,visit_site,2023-01-11 2:44:27,www.beautyshop.com,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.802.0 Safari/536.2",Mail Client,01811b24-5401-4269-800f-04b4c7f477f7
57095,search,2023-01-11 2:47:38,www.beautyshop.com/search/?query=fall+shampoo,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.802.0 Safari/536.2",NULL,01811b24-5401-4269-800f-04b4c7f477f7
57096,view_product,2023-01-11 2:53:15,www.beautyshop.com/product/9027,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.802.0 Safari/536.2",Mail Client,01811b24-5401-4269-800f-04b4c7f477f7
57097,view_product,2023-01-11 3:34:13,www.beautyshop.com/product/9087,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7488-12-30 16:04:07 Firefox/3.8,NULL,NULL
57098,add_to_cart,2023-01-11 3:37:09,www.beautyshop.com/cart,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7488-12-30 16:04:07 Firefox/3.8,NULL,NULL
57099,checkout,2023-01-11 3:41:34,www.beautyshop.com/checkout,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7488-12-30 16:04:07 Firefox/3.8,www.beautyshop.com/product/9087,NULL
57100,impression,2023-01-11 4:14:40,null,Opera/9.14.(Windows NT 4.0; et-EE) Presto/2.9.178 Version/11.00,www.facebook.com,1f08c537-2fd1-4b58-8abb-1a267aff9b0c
57101,visit_site,2023-01-11 4:20:07,www.beautyshop.com,Opera/9.14.(Windows NT 4.0; et-EE) Presto/2.9.178 Version/11.00,www.facebook.com,1f08c537-2fd1-4b58-8abb-1a267aff9b0c
57102,search,2023-01-11 4:23:41,www.beautyshop.com/search/?query=nutrient-rich+for+damaged+hair,Opera/9.14.(Windows NT 4.0; et-EE) Presto/2.9.178 Version/11.00,NULL,1f08c537-2fd1-4b58-8abb-1a267aff9b0c
57103,impression,2023-01-11 4:28:02,null,"Chrome/14.2 (iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.896.0 Mobile/94A624 Safari/532.1",www.google.com,a7326e78-1bf9-4293-9fa7-191e68958740
57104,view_product,2023-01-11 4:29:36,www.beautyshop.com/product/9029,Opera/9.14.(Windows NT 4.0; et-EE) Presto/2.9.178 Version/11.00,www.google.com,1f08c537-2fd1-4b58-8abb-1a267aff9b0c
57105,visit_site,2023-01-11 4:32:48,www.beautyshop.com,"Chrome/14.2 (iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.896.0 Mobile/94A624 Safari/532.1",www.google.com,a7326e78-1bf9-4293-9fa7-191e68958740
57106,search,2023-01-11 4:38:24,www.beautyshop.com/search/?query=and+eyeshadow+quad,"Chrome/14.2 (iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.896.0 Mobile/94A624 Safari/532.1",NULL,a7326e78-1bf9-4293-9fa7-191e68958740
57107,view_product,2023-01-11 4:40:09,www.beautyshop.com/product/9025,"Chrome/14.2 (iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.896.0 Mobile/94A624 Safari/532.1",www.yahoo.com,a7326e78-1bf9-4293-9fa7-191e68958740
57108,add_to_cart,2023-01-11 5:06:50,www.beautyshop.com/cart,Opera/9.90.(X11; Linux i686; byn-ER) Presto/2.9.169 Version/10.00,NULL,e1577bca-d808-4be4-bdc2-3d1bf41c0a09
57109,checkout,2023-01-11 5:12:06,www.beautyshop.com/checkout,Opera/9.90.(X11; Linux i686; byn-ER) Presto/2.9.169 Version/10.00,www.beautyshop.com/product/9027,e1577bca-d808-4be4-bdc2-3d1bf41c0a09
57110,impression,2023-01-11 5:13:52,null,Mozilla/5.0 (Windows NT 5.1; crh-UA; rv:1.9.2.20) Gecko/9981-05-17 14:15:07 Firefox/5.0,www.google.com,7E0175C7-0AD8-4259-A010-32AC71B2CEEB
57111,purchase,2023-01-11 5:15:58,www.beautyshop.com/complete,Opera/9.90.(X11; Linux i686; byn-ER) Presto/2.9.169 Version/10.00,www.beautyshop.com/checkout,e1577bca-d808-4be4-bdc2-3d1bf41c0a09
